,detection_strategy,detection_feature,detection_results,ground_truth,f1,delay,log_path,padrao_mudanca,tipo_mudanca,perspectiva,log_size,window_size_mode,window_size,window_ref_mode,overlap,sliding_step,margin_error,margin_error_corrected
102,time_series_strategy,cpd_average_time_delta,"[9, 14, 21]","[10, 21]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise0_500_IOR.csv,IOR,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
103,time_series_strategy,cpd_time_std_delta,"[9, 14, 21]","[10, 21]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise0_500_IOR.csv,IOR,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
104,threshold_strategy,gtest_frequency,"[9, 21]","[10, 21]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise0_500_IOR.csv,IOR,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
105,time_series_strategy,cpd_frequency_delta,"[10, 15, 22]","[11, 22]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise0_500_IRO.csv,IRO,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
106,time_series_strategy,cpd_prob_freq_delta,"[12, 22]","[11, 22]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise0_500_IRO.csv,IRO,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
107,time_series_strategy,cramersv_frequency,"[11, 22]","[11, 22]",1.0,0.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise0_500_IRO.csv,IRO,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
108,threshold_strategy,cramersv_frequency,"[8, 22]","[11, 22]",1.0,3.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise0_500_IRO.csv,IRO,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
109,time_series_strategy,cpd_average_time_delta,"[9, 14, 22]","[11, 22]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise0_500_IRO.csv,IRO,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
110,time_series_strategy,cpd_time_std_delta,"[9, 14, 22]","[11, 22]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise0_500_IRO.csv,IRO,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
111,threshold_strategy,gtest_frequency,"[8, 22]","[11, 22]",1.0,3.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise0_500_IRO.csv,IRO,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
112,time_series_strategy,cpd_frequency_delta,"[12, 25]","[12, 25]",1.0,0.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise0_500_lp.csv,lp,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
113,time_series_strategy,cpd_prob_freq_delta,"[12, 25]","[12, 25]",1.0,0.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise0_500_lp.csv,lp,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
114,time_series_strategy,cramersv_frequency,"[11, 25]","[12, 25]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise0_500_lp.csv,lp,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
115,threshold_strategy,cramersv_frequency,"[8, 25]","[12, 25]",1.0,4.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise0_500_lp.csv,lp,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
116,time_series_strategy,cpd_average_time_delta,"[9, 14, 25]","[12, 25]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise0_500_lp.csv,lp,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
117,time_series_strategy,cpd_time_std_delta,"[9, 14, 25]","[12, 25]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise0_500_lp.csv,lp,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
118,threshold_strategy,gtest_frequency,"[8, 25]","[12, 25]",1.0,4.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise0_500_lp.csv,lp,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
119,time_series_strategy,cpd_frequency_delta,"[11, 26]","[13, 26]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise0_500_OIR.csv,OIR,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
120,time_series_strategy,cpd_prob_freq_delta,"[12, 26]","[13, 26]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise0_500_OIR.csv,OIR,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
121,time_series_strategy,cramersv_frequency,"[9, 14, 26]","[13, 26]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise0_500_OIR.csv,OIR,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
122,threshold_strategy,cramersv_frequency,"[8, 26]","[13, 26]",1.0,5.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise0_500_OIR.csv,OIR,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
123,time_series_strategy,cpd_average_time_delta,"[9, 14, 26]","[13, 26]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise0_500_OIR.csv,OIR,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
124,time_series_strategy,cpd_time_std_delta,"[8, 13, 26]","[13, 26]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise0_500_OIR.csv,OIR,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
125,threshold_strategy,gtest_frequency,"[8, 26]","[13, 26]",1.0,5.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise0_500_OIR.csv,OIR,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
126,time_series_strategy,cpd_frequency_delta,"[12, 20]","[10, 20]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise0_500_pm.csv,pm,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
127,time_series_strategy,cpd_prob_freq_delta,"[12, 20]","[10, 20]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise0_500_pm.csv,pm,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
128,time_series_strategy,cramersv_frequency,"[11, 20]","[10, 20]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise0_500_pm.csv,pm,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
129,threshold_strategy,cramersv_frequency,"[8, 20]","[10, 20]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise0_500_pm.csv,pm,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
130,time_series_strategy,cpd_average_time_delta,"[9, 14, 20]","[10, 20]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise0_500_pm.csv,pm,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
131,time_series_strategy,cpd_time_std_delta,"[9, 14, 20]","[10, 20]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise0_500_pm.csv,pm,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
132,threshold_strategy,gtest_frequency,"[9, 20]","[10, 20]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise0_500_pm.csv,pm,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
133,time_series_strategy,cpd_frequency_delta,"[16, 22]","[11, 22]",1.0,5.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise0_500_RIO.csv,RIO,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
134,time_series_strategy,cpd_prob_freq_delta,"[14, 22]","[11, 22]",1.0,3.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise0_500_RIO.csv,RIO,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
135,time_series_strategy,cramersv_frequency,"[14, 22]","[11, 22]",1.0,3.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise0_500_RIO.csv,RIO,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
136,threshold_strategy,cramersv_frequency,"[12, 22]","[11, 22]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise0_500_RIO.csv,RIO,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
137,time_series_strategy,cpd_average_time_delta,"[10, 15, 22]","[11, 22]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise0_500_RIO.csv,RIO,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
138,time_series_strategy,cpd_time_std_delta,"[11, 22]","[11, 22]",1.0,0.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise0_500_RIO.csv,RIO,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
139,threshold_strategy,gtest_frequency,"[13, 22]","[11, 22]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise0_500_RIO.csv,RIO,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
140,time_series_strategy,cpd_frequency_delta,"[12, 20]","[10, 20]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise0_500_rp.csv,rp,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
141,time_series_strategy,cpd_prob_freq_delta,"[13, 20]","[10, 20]",1.0,3.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise0_500_rp.csv,rp,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
142,time_series_strategy,cramersv_frequency,"[12, 20]","[10, 20]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise0_500_rp.csv,rp,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
143,threshold_strategy,cramersv_frequency,"[10, 20]","[10, 20]",1.0,0.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise0_500_rp.csv,rp,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
144,time_series_strategy,cpd_average_time_delta,"[9, 14, 20]","[10, 20]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise0_500_rp.csv,rp,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
145,time_series_strategy,cpd_time_std_delta,"[10, 15, 20]","[10, 20]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise0_500_rp.csv,rp,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
146,threshold_strategy,gtest_frequency,"[10, 20]","[10, 20]",1.0,0.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise0_500_rp.csv,rp,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
147,time_series_strategy,cpd_frequency_delta,"[12, 21]","[10, 21]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise0_500_sw.csv,sw,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
148,time_series_strategy,cpd_prob_freq_delta,"[13, 21]","[10, 21]",1.0,3.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise0_500_sw.csv,sw,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
149,time_series_strategy,cramersv_frequency,"[12, 21]","[10, 21]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise0_500_sw.csv,sw,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
150,threshold_strategy,cramersv_frequency,"[10, 21]","[10, 21]",1.0,0.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise0_500_sw.csv,sw,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
151,time_series_strategy,cpd_average_time_delta,"[9, 14, 21]","[10, 21]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise0_500_sw.csv,sw,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
152,time_series_strategy,cpd_time_std_delta,"[9, 14, 21]","[10, 21]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise0_500_sw.csv,sw,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
153,threshold_strategy,gtest_frequency,"[10, 21]","[10, 21]",1.0,0.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise0_500_sw.csv,sw,sudden,trace,500,Fixed,1000,Fixed,True,200,3,9
154,time_series_strategy,cpd_frequency_delta,"[12, 30, 37, 42]","[21, 42]",0.0,11.33,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_cd.csv,cd,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
155,time_series_strategy,cpd_prob_freq_delta,"[19, 32, 37, 42]","[21, 42]",0.5,9.67,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_cd.csv,cd,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
156,time_series_strategy,cramersv_frequency,"[8, 13, 18, 23, 28, 35, 42]","[21, 42]",0.29,7.83,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_cd.csv,cd,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
157,threshold_strategy,cramersv_frequency,[42],"[21, 42]",0.0,,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_cd.csv,cd,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
158,time_series_strategy,cpd_average_time_delta,"[12, 20, 35, 42]","[21, 42]",0.5,8.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_cd.csv,cd,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
159,time_series_strategy,cpd_time_std_delta,"[11, 25, 42]","[21, 42]",0.67,7.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_cd.csv,cd,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
160,threshold_strategy,gtest_frequency,[42],"[21, 42]",0.0,,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_cd.csv,cd,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
161,time_series_strategy,cpd_frequency_delta,"[24, 31, 43]","[21, 43]",0.67,6.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_cf.csv,cf,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
162,time_series_strategy,cpd_prob_freq_delta,"[24, 43]","[21, 43]",1.0,3.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_cf.csv,cf,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
163,time_series_strategy,cramersv_frequency,"[24, 43]","[21, 43]",1.0,3.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_cf.csv,cf,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
164,threshold_strategy,cramersv_frequency,"[22, 43]","[21, 43]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_cf.csv,cf,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
165,time_series_strategy,cpd_average_time_delta,"[20, 25, 43]","[21, 43]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_cf.csv,cf,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
166,time_series_strategy,cpd_time_std_delta,"[22, 43]","[21, 43]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_cf.csv,cf,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
167,threshold_strategy,gtest_frequency,"[22, 43]","[21, 43]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_cf.csv,cf,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
168,time_series_strategy,cpd_frequency_delta,"[23, 44]","[22, 44]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_cp.csv,cp,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
169,time_series_strategy,cpd_prob_freq_delta,"[24, 44]","[22, 44]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_cp.csv,cp,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
170,time_series_strategy,cramersv_frequency,"[23, 44]","[22, 44]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_cp.csv,cp,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
171,threshold_strategy,cramersv_frequency,"[20, 44]","[22, 44]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_cp.csv,cp,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
172,time_series_strategy,cpd_average_time_delta,"[20, 25, 44]","[22, 44]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_cp.csv,cp,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
173,time_series_strategy,cpd_time_std_delta,"[20, 25, 44]","[22, 44]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_cp.csv,cp,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
174,threshold_strategy,gtest_frequency,"[20, 44]","[22, 44]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_cp.csv,cp,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
175,time_series_strategy,cpd_frequency_delta,"[23, 43]","[21, 43]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_IOR.csv,IOR,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
176,time_series_strategy,cpd_prob_freq_delta,"[24, 43]","[21, 43]",1.0,3.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_IOR.csv,IOR,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
177,time_series_strategy,cramersv_frequency,"[23, 43]","[21, 43]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_IOR.csv,IOR,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
178,threshold_strategy,cramersv_frequency,"[20, 43]","[21, 43]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_IOR.csv,IOR,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
179,time_series_strategy,cpd_average_time_delta,"[21, 26, 43]","[21, 43]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_IOR.csv,IOR,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
180,time_series_strategy,cpd_time_std_delta,"[21, 26, 43]","[21, 43]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_IOR.csv,IOR,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
181,threshold_strategy,gtest_frequency,"[20, 43]","[21, 43]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_IOR.csv,IOR,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
182,time_series_strategy,cpd_frequency_delta,"[23, 47]","[23, 47]",1.0,0.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_IRO.csv,IRO,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
183,time_series_strategy,cpd_prob_freq_delta,"[24, 47]","[23, 47]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_IRO.csv,IRO,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
184,time_series_strategy,cramersv_frequency,"[22, 27, 47]","[23, 47]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_IRO.csv,IRO,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
185,threshold_strategy,cramersv_frequency,"[20, 47]","[23, 47]",1.0,3.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_IRO.csv,IRO,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
186,time_series_strategy,cpd_average_time_delta,"[20, 25, 47]","[23, 47]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_IRO.csv,IRO,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
187,time_series_strategy,cpd_time_std_delta,"[20, 25, 47]","[23, 47]",0.67,2.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_IRO.csv,IRO,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
188,threshold_strategy,gtest_frequency,"[20, 47]","[23, 47]",1.0,3.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_IRO.csv,IRO,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
189,time_series_strategy,cpd_frequency_delta,"[24, 46, 51]","[25, 51]",0.67,11.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_lp.csv,lp,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
190,time_series_strategy,cpd_prob_freq_delta,"[24, 46, 51]","[25, 51]",0.67,11.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_lp.csv,lp,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
191,time_series_strategy,cramersv_frequency,"[23, 46, 51]","[25, 51]",0.67,11.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_lp.csv,lp,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
192,threshold_strategy,cramersv_frequency,"[20, 51]","[25, 51]",1.0,5.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_lp.csv,lp,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
193,time_series_strategy,cpd_average_time_delta,"[21, 51]","[25, 51]",1.0,4.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_lp.csv,lp,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
194,time_series_strategy,cpd_time_std_delta,"[8, 19, 51]","[25, 51]",0.67,11.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_lp.csv,lp,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
195,threshold_strategy,gtest_frequency,"[21, 51]","[25, 51]",1.0,4.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_lp.csv,lp,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
196,time_series_strategy,cpd_frequency_delta,"[21, 26, 55]","[27, 55]",0.67,3.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_OIR.csv,OIR,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
197,time_series_strategy,cpd_prob_freq_delta,"[23, 55]","[27, 55]",1.0,4.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_OIR.csv,OIR,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
198,time_series_strategy,cramersv_frequency,"[20, 25, 55]","[27, 55]",0.67,4.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_OIR.csv,OIR,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
199,threshold_strategy,cramersv_frequency,"[19, 55]","[27, 55]",1.0,8.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_OIR.csv,OIR,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
200,time_series_strategy,cpd_average_time_delta,"[20, 25, 55]","[27, 55]",0.67,4.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_OIR.csv,OIR,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
201,time_series_strategy,cpd_time_std_delta,"[20, 25, 55]","[27, 55]",0.67,4.5,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_OIR.csv,OIR,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
202,threshold_strategy,gtest_frequency,"[19, 55]","[27, 55]",1.0,8.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_OIR.csv,OIR,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
203,time_series_strategy,cpd_frequency_delta,"[23, 42]","[21, 42]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_pm.csv,pm,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
204,time_series_strategy,cpd_prob_freq_delta,"[23, 42]","[21, 42]",1.0,2.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_pm.csv,pm,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
205,time_series_strategy,cramersv_frequency,"[22, 42]","[21, 42]",1.0,1.0,../Input/Synthetic/Synthetic Event Streams (Ceravolo - Evaluation)\sudden_trace_noise10_1000_pm.csv,pm,sudden,trace,1000,Fixed,1000,Fixed,True,200,3,9
